FILEID,FILETYPE,STUSAB,CHARITER,SEQUENCE,LOGRECNO,B08122_001,B08122_002,B08122_003,B08122_004,B08122_005,B08122_006,B08122_007,B08122_008,B08122_009,B08122_010,B08122_011,B08122_012,B08122_013,B08122_014,B08122_015,B08122_016,B08122_017,B08122_018,B08122_019,B08122_020,B08122_021,B08122_022,B08122_023,B08122_024,B08122_025,B08122_026,B08122_027,B08122_028
ACSSF,20160,us,0,32,889,225888,23677,27102,175109,177284,15068,18096,144120,30397,5020,5328,20049,1620,658,233,729,2739,243,989,1507,6766,1946,999,3821,7082,742,1457,4883
ACSSF,20160,us,0,32,890,4962644,188646,185316,4588682,3489729,103592,112164,3273973,458546,26828,26587,405131,523767,29225,25094,469448,135527,11375,10908,113244,94378,6399,4855,83124,260697,11227,5708,243762
ACSSF,20160,us,0,32,891,157149,8265,8978,139906,130012,5110,6508,118394,12143,908,1538,9697,747,350,31,366,4445,942,465,3038,2891,641,109,2141,6911,314,327,6270
ACSSF,20160,us,0,32,892,324356,24253,20042,280061,271372,17053,15774,238545,30436,3865,2745,23826,1392,649,0,743,4755,451,833,3471,4892,1111,517,3264,11509,1124,173,10212
ACSSF,20160,us,0,32,893,66697,5225,3487,57985,53665,3115,2393,48157,6823,682,542,5599,864,267,156,441,1742,584,162,996,1258,411,67,780,2345,166,167,2012
ACSSF,20160,us,0,32,894,278257,23815,16108,238334,238471,18759,12131,207581,20168,2486,2194,15488,1842,386,417,1039,3745,503,700,2542,4048,542,372,3134,9983,1139,294,8550
ACSSF,20160,us,0,32,895,56855,4256,3704,48895,47190,3013,2228,41949,4314,427,602,3285,0,0,0,0,1978,607,229,1142,390,0,0,390,2983,209,645,2129
ACSSF,20160,us,0,32,896,4003328,157669,132074,3713585,2910934,81625,80981,2748328,314447,20701,15392,278354,358732,23978,18387,316367,144278,15544,7643,121091,77556,7729,4227,65600,197381,8092,5444,183845
ACSSF,20160,us,0,32,897,950639,40347,38351,871941,721037,22503,23663,674871,77622,6593,4095,66934,66665,5217,6913,54535,22533,2269,2077,18187,11001,1384,765,8852,51781,2381,838,48562
ACSSF,20160,us,0,32,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,899,51995,2297,1747,47951,43055,1772,535,40748,3249,156,228,2865,934,50,172,712,2015,266,417,1332,479,0,0,479,2263,53,395,1815
ACSSF,20160,us,0,32,900,284990,13551,12845,258594,226746,8849,8053,209844,23574,1082,1914,20578,2615,758,168,1689,11108,1393,1882,7833,3318,527,282,2509,17629,942,546,16141
ACSSF,20160,us,0,32,901,945255,42524,41787,860944,763845,26631,28438,708776,77833,5060,5856,66917,23865,3420,3005,17440,22887,3450,2338,17099,12888,1214,610,11064,43937,2749,1540,39648
ACSSF,20160,us,0,32,902,35468,2792,2347,30329,29198,1733,1590,25875,2727,308,378,2041,0,0,0,0,1379,542,54,783,90,0,0,90,2074,209,325,1540
ACSSF,20160,us,0,32,903,64456,5845,3635,54976,51445,3986,2289,45170,7723,1158,864,5701,137,68,0,69,1283,397,54,832,923,14,99,810,2945,222,329,2394
ACSSF,20160,us,0,32,904,110629,3382,4491,102756,90653,2075,3751,84827,6647,703,380,5564,1543,11,0,1532,2041,195,162,1684,1203,45,0,1158,8542,353,198,7991
ACSSF,20160,us,0,32,905,2560901,99961,78322,2382618,1740404,45705,42860,1651839,195870,10940,8654,176276,330983,20901,15889,294193,107324,11556,4235,91533,59612,5516,3634,50462,126708,5343,3050,118315
ACSSF,20160,us,0,32,906,450996,17706,18617,414673,327993,9728,11074,307191,32336,2850,1941,27545,46981,2664,3980,40337,11601,827,1320,9454,3870,311,136,3423,28215,1326,166,26723
ACSSF,20160,us,0,32,907,112736,7231,4535,100970,85018,3061,3143,78814,8662,669,389,7604,2489,912,244,1333,6583,1725,474,4384,3021,195,199,2627,6963,669,86,6208
ACSSF,20160,us,0,32,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,909,103633,4039,3130,96464,82797,2517,2637,77643,9795,996,350,8449,2891,0,0,2891,1210,0,74,1136,1173,112,4,1057,5767,414,65,5288
ACSSF,20160,us,0,32,910,77107,3518,3261,70328,61457,2104,2202,57151,6964,253,549,6162,2118,546,320,1252,2478,481,190,1807,587,28,0,559,3503,106,0,3397
ACSSF,20160,us,0,32,911,560361,24015,21805,514541,452723,14484,15395,422844,45781,2745,3022,40014,17139,2135,1745,13259,12183,2054,897,9232,6349,1030,147,5172,26186,1567,599,24020
ACSSF,20160,us,0,32,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,913,74710,3514,3141,68055,60372,2430,2273,55669,6470,343,344,5783,1592,151,206,1235,1784,240,235,1309,1693,144,0,1549,2799,206,83,2510
ACSSF,20160,us,0,32,914,51999,2729,4050,45220,42683,1786,2083,38814,5235,524,968,3743,104,104,0,0,1902,233,696,973,122,82,32,8,1953,0,271,1682
ACSSF,20160,us,0,32,915,111898,4558,4142,103198,90175,2775,2878,84522,10340,768,458,9114,871,0,0,871,3309,542,352,2415,931,309,48,574,6272,164,406,5702
ACSSF,20160,us,0,32,916,73537,2897,3901,66739,58061,1752,2308,54001,8136,325,600,7211,1076,113,115,848,2952,491,687,1774,387,161,0,226,2925,55,191,2679
ACSSF,20160,us,0,32,917,296831,13252,10480,273099,227777,7092,5867,214818,27317,1857,1374,24086,13311,1801,1921,9589,8656,1047,508,7101,5339,961,259,4119,14431,494,551,13386
ACSSF,20160,us,0,32,918,142999,5712,5383,131904,117347,3931,3843,109573,12816,547,523,11746,2578,447,359,1772,2397,325,135,1937,2778,418,169,2191,5083,44,354,4685
ACSSF,20160,us,0,32,919,42717,1324,1569,39824,35779,1004,514,34261,2449,131,175,2143,805,0,172,633,1307,136,366,805,479,0,0,479,1898,53,342,1503
ACSSF,20160,us,0,32,920,195012,9098,7496,178418,152979,5875,5047,142057,15099,359,946,13794,2489,654,168,1667,7860,1060,855,5945,2950,445,250,2255,13635,705,230,12700
ACSSF,20160,us,0,32,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACSSF,20160,us,0,32,922,623047,28837,24531,569679,511859,18476,17723,475660,51661,5730,3699,42232,15653,2006,1321,12326,15079,1357,979,12743,5787,616,104,5067,23008,652,705,21651
ACSSF,20160,us,0,32,923,341178,16275,17606,307297,275912,10433,11912,253567,28137,1990,2015,24132,6284,1285,1260,3739,9120,1245,1244,6631,6044,184,396,5464,15681,1138,779,13764
ACSSF,20160,us,0,32,924,99179,5350,6124,87705,82470,3166,4085,75219,8174,890,430,6854,3482,752,1012,1718,1066,395,175,496,619,0,366,253,3368,147,56,3165
ACSSF,20160,us,0,32,925,326870,10905,10722,305243,261204,6340,7078,247786,25684,1133,966,23585,6105,796,856,4453,8313,1113,814,6386,5390,476,402,4512,20174,1047,606,18521
ACSSF,20160,us,0,32,926,1513174,61523,45133,1406518,914432,24363,20463,869606,105264,4381,4001,96882,290349,18116,14133,258100,85111,8317,2784,74010,41327,2855,2099,36373,76691,3491,1653,71547
ACSSF,20160,us,0,32,927,98353,5551,3804,88998,77347,3632,2790,70925,9421,1104,472,7845,6138,617,354,5167,1634,45,34,1555,1131,64,154,913,2682,89,0,2593
ACSSF,20160,us,0,32,928,156151,4306,2945,148900,124381,2009,1804,120568,11240,545,426,10269,6805,85,94,6626,2741,455,125,2161,2657,591,406,1660,8327,621,90,7616
ACSSF,20160,us,0,32,929,110743,3727,5232,101784,87418,1939,3513,81966,11961,772,702,10487,1843,378,72,1393,1880,71,473,1336,1954,354,99,1501,5687,213,373,5101
ACSSF,20160,us,0,32,930,89570,4525,5265,79780,67623,2533,2972,62118,10163,938,1137,8088,2731,122,88,2521,1632,328,376,928,3564,472,593,2499,3857,132,99,3626
